"event_id","customer_id","session_id","application_id","event_name","event_timestamp","event_date","source_system","device","url_path"
"EV_000040","CUST_0014","SESS_00618","APP_00055","application_submitted","2024-05-10 00:00:00","2024-05-10","heap","mobile","/apply"
"EV_000041","CUST_0144","SESS_01213","APP_00464","application_submitted","2024-01-23 00:00:00","2024-01-23","heap","desktop","/apply/step2"
"EV_000042","CUST_0089","SESS_01300","APP_00031","application_started","2024-05-24 00:00:00","2024-05-24","amplitude","desktop","/apply"
"EV_000043","CUST_0002","SESS_01098","APP_00074","application_submitted","2024-11-22 00:00:00","2024-11-22","heap","mobile","/apply"
"EV_000044","CUST_0053","SESS_01034","APP_00019","application_submitted","2024-06-02 00:00:00","2024-06-02","heap","desktop","/apply/step2"
"EV_000045","CUST_0029","SESS_01659","APP_00156","application_started","2024-04-16 00:00:00","2024-04-16","amplitude","desktop","/apply"
"EV_000046","CUST_0158","SESS_00216","APP_00337","application_started","2024-05-25 00:00:00","2024-05-25","web","desktop","/apply/step2"
"EV_000047","CUST_0029","SESS_00290","APP_00156","application_started","2024-09-08 00:00:00","2024-09-08","amplitude","desktop","/apply/step2"
"EV_000048","CUST_0179","SESS_00445","APP_00147","application_started","2024-10-28 00:00:00","2024-10-28","mobile","desktop","/apply"
"EV_000049","CUST_0129","SESS_00923","APP_00485","page_view_application","2024-03-10 00:00:00","2024-03-10","amplitude","desktop","/apply/step1"
"EV_000050","CUST_0048","SESS_00552","APP_00087","application_started","2024-01-31 00:00:00","2024-01-31","web","mobile","/apply/step2"
"EV_000051","CUST_0002","SESS_00193","APP_00020","page_view_application","2024-04-02 00:00:00","2024-04-02","heap","mobile","/apply/step1"
"EV_000052","CUST_0178","SESS_01663","APP_00269","application_submitted","2024-05-16 00:00:00","2024-05-16","amplitude","mobile","/apply/step2"
"EV_000053","CUST_0187","SESS_00289","APP_00333","application_submitted","2024-06-11 00:00:00","2024-06-11","heap","mobile","/apply/step1"
"EV_000054","CUST_0055","SESS_01988","APP_00043","page_view_application","2024-03-21 00:00:00","2024-03-21","mobile","mobile","/apply"
"EV_000055","CUST_0127","SESS_00583","APP_00395","page_view_application","2024-11-11 00:00:00","2024-11-11","web","desktop","/apply/step2"
"EV_000056","CUST_0186","SESS_01673","APP_00432","application_started","2024-03-16 00:00:00","2024-03-16","heap","desktop","/apply"
"EV_000057","CUST_0104","SESS_01168","APP_00399","application_started","2024-03-03 00:00:00","2024-03-03","heap","mobile","/apply"
"EV_000058","CUST_0137","SESS_01413","APP_00401","page_view_application","2024-04-09 00:00:00","2024-04-09","heap","desktop","/apply"
"EV_000059","CUST_0058","SESS_01890","APP_00438","application_started","2024-02-17 00:00:00","2024-02-17","heap","mobile","/apply/step2"
"EV_000060","CUST_0099","SESS_01916","APP_00306","page_view_application","2024-03-14 00:00:00","2024-03-14","amplitude","desktop","/apply"
"EV_000061","CUST_0161","SESS_01431","APP_00028","page_view_application","2024-11-09 00:00:00","2024-11-09","web","mobile","/apply"
"EV_000062","CUST_0124","SESS_01835","APP_00467","page_view_application","2024-07-10 00:00:00","2024-07-10","web","desktop","/apply/step2"
"EV_000063","CUST_0161","SESS_01394","APP_00260","page_view_application","2024-01-30 00:00:00","2024-01-30","heap","mobile","/apply"
"EV_000064","CUST_0158","SESS_00857","APP_00022","application_submitted","2024-06-05 00:00:00","2024-06-05","web","desktop","/apply/step2"
"EV_000065","CUST_0147","SESS_01465","APP_00470","application_submitted","2024-09-22 00:00:00","2024-09-22","heap","mobile","/apply"
"EV_000066","CUST_0116","SESS_01971","APP_00375","application_started","2024-09-12 00:00:00","2024-09-12","mobile","desktop","/apply/step1"
"EV_000067","CUST_0045","SESS_00781","APP_00101","application_started","2024-02-08 00:00:00","2024-02-08","mobile","desktop","/apply"
"EV_000068","CUST_0175","SESS_00896","APP_00039","page_view_application","2024-02-24 00:00:00","2024-02-24","mobile","mobile","/apply/step1"
"EV_000069","CUST_0048","SESS_00920","APP_00290","application_started","2024-01-28 00:00:00","2024-01-28","web","mobile","/apply/step2"
"EV_000070","CUST_0048","SESS_01675","APP_00353","page_view_application","2024-04-27 00:00:00","2024-04-27","heap","mobile","/apply/step1"
"EV_000071","CUST_0113","SESS_00564","APP_00300","application_started","2024-07-27 00:00:00","2024-07-27","amplitude","mobile","/apply/step2"
"EV_000072","CUST_0028","SESS_01553","APP_00170","application_submitted","2024-03-15 00:00:00","2024-03-15","amplitude","mobile","/apply"
"EV_000073","CUST_0161","SESS_01701","APP_00296","page_view_application","2024-03-05 00:00:00","2024-03-05","mobile","mobile","/apply/step1"
"EV_000074","CUST_0048","SESS_00013","APP_00353","application_submitted","2024-12-02 00:00:00","2024-12-02","mobile","mobile","/apply"
"EV_000075","CUST_0155","SESS_01726","APP_00396","page_view_application","2024-12-21 00:00:00","2024-12-21","web","mobile","/apply/step1"
"EV_000076","CUST_0172","SESS_00987","APP_00130","page_view_application","2024-04-09 00:00:00","2024-04-09","amplitude","desktop","/apply/step2"
"EV_000077","CUST_0029","SESS_00340","APP_00156","page_view_application","2024-02-15 00:00:00","2024-02-15","web","desktop","/apply/step2"
"EV_000078","CUST_0002","SESS_00865","APP_00074","page_view_application","2024-11-11 00:00:00","2024-11-11","mobile","desktop","/apply/step2"
"EV_000079","CUST_0008","SESS_01898","APP_00342","page_view_application","2024-06-04 00:00:00","2024-06-04","heap","desktop","/apply/step2"
"EV_000080","CUST_0013","SESS_01888","APP_00465","page_view_application","2024-08-27 00:00:00","2024-08-27","heap","mobile","/apply"
"EV_000081","CUST_0040","SESS_01800","APP_00090","application_started","2024-12-18 00:00:00","2024-12-18","heap","desktop","/apply"
"EV_000082","CUST_0175","SESS_00312","APP_00067","page_view_application","2024-09-15 00:00:00","2024-09-15","mobile","desktop","/apply"
"EV_000083","CUST_0006","SESS_00733","APP_00455","application_started","2024-05-15 00:00:00","2024-05-15","web","mobile","/apply"
"EV_000084","CUST_0024","SESS_01128","APP_00236","application_submitted","2024-07-16 00:00:00","2024-07-16","heap","desktop","/apply"
"EV_000085","CUST_0096","SESS_00339","APP_00200","application_started","2024-07-05 00:00:00","2024-07-05","amplitude","mobile","/apply/step2"
"EV_000086","CUST_0106","SESS_01222","APP_00468","page_view_application","2024-04-25 00:00:00","2024-04-25","amplitude","desktop","/apply"
"EV_000087","CUST_0176","SESS_00300","APP_00332","page_view_application","2024-02-27 00:00:00","2024-02-27","mobile","desktop","/apply"
"EV_000088","CUST_0160","SESS_01468","APP_00227","application_submitted","2024-03-10 00:00:00","2024-03-10","amplitude","mobile","/apply"
"EV_000089","CUST_0013","SESS_00359","APP_00465","application_started","2024-04-02 00:00:00","2024-04-02","amplitude","mobile","/apply/step2"
"EV_000090","CUST_0028","SESS_01392","APP_00348","application_started","2024-08-16 00:00:00","2024-08-16","mobile","desktop","/apply/step2"
"EV_000091","CUST_0123","SESS_00169","APP_00233","page_view_application","2024-05-16 00:00:00","2024-05-16","web","desktop","/apply/step2"
"EV_000092","CUST_0129","SESS_01173","APP_00266","application_started","2024-04-14 00:00:00","2024-04-14","heap","desktop","/apply/step2"
"EV_000093","CUST_0095","SESS_00761","APP_00086","page_view_application","2024-10-31 00:00:00","2024-10-31","mobile","mobile","/apply"
"EV_000094","CUST_0065","SESS_00768","APP_00102","application_submitted","2024-12-04 00:00:00","2024-12-04","amplitude","mobile","/apply"
"EV_000095","CUST_0180","SESS_00982","APP_00441","application_submitted","2024-01-17 00:00:00","2024-01-17","heap","mobile","/apply/step1"
"EV_000096","CUST_0023","SESS_00042","APP_00481","page_view_application","2024-02-23 00:00:00","2024-02-23","heap","mobile","/apply"
"EV_000097","CUST_0081","SESS_00202","APP_00214","application_started","2024-04-21 00:00:00","2024-04-21","heap","mobile","/apply/step2"
"EV_000098","CUST_0136","SESS_00970","APP_00108","page_view_application","2024-06-20 00:00:00","2024-06-20","mobile","mobile","/apply/step2"
"EV_000099","CUST_0170","SESS_01268","APP_00165","application_started","2024-10-31 00:00:00","2024-10-31","heap","desktop","/apply"
"EV_000100","CUST_0055","SESS_01693","APP_00461","application_submitted","2024-05-23 00:00:00","2024-05-23","web","mobile","/apply/step1"
"EV_000101","CUST_0082","SESS_00464","APP_00091","application_started","2024-03-25 00:00:00","2024-03-25","amplitude","mobile","/apply/step2"
"EV_000102","CUST_0062","SESS_00449","APP_00192","page_view_application","2024-01-12 00:00:00","2024-01-12","mobile","desktop","/apply/step1"
"EV_000103","CUST_0119","SESS_00913","APP_00335","page_view_application","2024-09-08 00:00:00","2024-09-08","mobile","desktop","/apply/step2"
"EV_000104","CUST_0095","SESS_00798","APP_00086","application_submitted","2024-08-03 00:00:00","2024-08-03","heap","mobile","/apply/step2"
"EV_000105","CUST_0147","SESS_00794","APP_00222","application_started","2024-05-05 00:00:00","2024-05-05","amplitude","mobile","/apply"
"EV_000106","CUST_0117","SESS_00437","APP_00363","application_started","2024-04-07 00:00:00","2024-04-07","heap","mobile","/apply/step2"
"EV_000107","CUST_0092","SESS_01917","APP_00424","page_view_application","2024-10-30 00:00:00","2024-10-30","heap","mobile","/apply/step1"
"EV_000108","CUST_0045","SESS_01774","APP_00101","page_view_application","2024-01-28 00:00:00","2024-01-28","mobile","desktop","/apply/step1"
"EV_000109","CUST_0172","SESS_00531","APP_00226","application_submitted","2024-12-01 00:00:00","2024-12-01","web","desktop","/apply"
"EV_000110","CUST_0006","SESS_00565","APP_00364","application_started","2024-09-22 00:00:00","2024-09-22","amplitude","desktop","/apply/step2"
"EV_000111","CUST_0084","SESS_01621","APP_00060","application_started","2024-02-21 00:00:00","2024-02-21","amplitude","mobile","/apply/step1"
"EV_000112","CUST_0127","SESS_01297","APP_00482","application_started","2024-05-22 00:00:00","2024-05-22","amplitude","desktop","/apply"
"EV_000113","CUST_0187","SESS_01454","APP_00250","application_submitted","2024-05-11 00:00:00","2024-05-11","amplitude","mobile","/apply/step1"
"EV_000114","CUST_0021","SESS_00872","APP_00048","page_view_application","2024-12-11 00:00:00","2024-12-11","web","desktop","/apply"
"EV_000115","CUST_0005","SESS_00213","APP_00117","page_view_application","2024-07-25 00:00:00","2024-07-25","mobile","mobile","/apply/step1"
"EV_000116","CUST_0160","SESS_00949","APP_00227","application_started","2024-03-02 00:00:00","2024-03-02","web","mobile","/apply/step2"
"EV_000117","CUST_0046","SESS_01897","APP_00362","application_started","2024-12-28 00:00:00","2024-12-28","heap","desktop","/apply/step1"
"EV_000118","CUST_0176","SESS_01128","APP_00403","application_started","2024-05-11 00:00:00","2024-05-11","mobile","desktop","/apply/step1"
"EV_000119","CUST_0109","SESS_00192","APP_00456","application_submitted","2024-02-10 00:00:00","2024-02-10","web","mobile","/apply"
"EV_000120","CUST_0122","SESS_01965","APP_00487","page_view_application","2024-07-19 00:00:00","2024-07-19","amplitude","desktop","/apply"
"EV_000121","CUST_0059","SESS_01713","APP_00033","page_view_application","2024-04-08 00:00:00","2024-04-08","amplitude","mobile","/apply"
"EV_000122","CUST_0064","SESS_01683","APP_00044","application_submitted","2024-11-06 00:00:00","2024-11-06","mobile","mobile","/apply/step1"
"EV_000123","CUST_0058","SESS_01404","APP_00476","application_started","2024-10-10 00:00:00","2024-10-10","web","desktop","/apply"
"EV_000124","CUST_0170","SESS_01991","APP_00165","application_started","2024-12-22 00:00:00","2024-12-22","mobile","desktop","/apply/step2"
"EV_000125","CUST_0024","SESS_01105","APP_00368","application_started","2024-02-16 00:00:00","2024-02-16","amplitude","mobile","/apply"
"EV_000126","CUST_0021","SESS_00705","APP_00345","application_started","2024-05-16 00:00:00","2024-05-16","web","mobile","/apply"
"EV_000127","CUST_0148","SESS_00549","APP_00292","page_view_application","2024-05-09 00:00:00","2024-05-09","amplitude","mobile","/apply/step2"
"EV_000128","CUST_0158","SESS_01401","APP_00337","application_submitted","2024-07-13 00:00:00","2024-07-13","mobile","mobile","/apply"
"EV_000129","CUST_0027","SESS_01862","APP_00344","application_submitted","2024-04-26 00:00:00","2024-04-26","mobile","mobile","/apply"
"EV_000130","CUST_0170","SESS_00154","APP_00405","application_started","2024-12-29 00:00:00","2024-12-29","mobile","mobile","/apply/step1"
"EV_000131","CUST_0104","SESS_01666","APP_00386","application_started","2024-03-09 00:00:00","2024-03-09","mobile","desktop","/apply/step1"
"EV_000132","CUST_0009","SESS_00571","APP_00287","page_view_application","2024-01-28 00:00:00","2024-01-28","mobile","desktop","/apply"
"EV_000133","CUST_0006","SESS_01760","APP_00364","page_view_application","2024-11-30 00:00:00","2024-11-30","heap","desktop","/apply/step2"
"EV_000134","CUST_0053","SESS_01785","APP_00225","page_view_application","2024-01-14 00:00:00","2024-01-14","mobile","mobile","/apply"
"EV_000135","CUST_0160","SESS_00240","APP_00286","page_view_application","2024-02-15 00:00:00","2024-02-15","mobile","mobile","/apply"
"EV_000136","CUST_0186","SESS_00374","APP_00204","application_submitted","2024-01-16 00:00:00","2024-01-16","amplitude","desktop","/apply"
"EV_000137","CUST_0108","SESS_01925","APP_00172","application_submitted","2024-07-27 00:00:00","2024-07-27","mobile","desktop","/apply/step1"
"EV_000138","CUST_0088","SESS_00805","APP_00012","application_started","2024-06-06 00:00:00","2024-06-06","web","desktop","/apply/step2"
"EV_000139","CUST_0153","SESS_00799","APP_00307","application_started","2024-12-02 00:00:00","2024-12-02","mobile","mobile","/apply/step2"
"EV_000140","CUST_0072","SESS_01228","APP_00121","page_view_application","2024-08-14 00:00:00","2024-08-14","heap","mobile","/apply/step2"
"EV_000141","CUST_0063","SESS_00611","APP_00433","application_submitted","2024-08-28 00:00:00","2024-08-28","mobile","mobile","/apply/step1"
"EV_000142","CUST_0124","SESS_01374","APP_00244","page_view_application","2024-02-27 00:00:00","2024-02-27","amplitude","desktop","/apply/step1"
"EV_000143","CUST_0132","SESS_00688","APP_00152","page_view_application","2024-10-30 00:00:00","2024-10-30","web","desktop","/apply"
"EV_000144","CUST_0132","SESS_00774","APP_00152","application_started","2024-10-31 00:00:00","2024-10-31","web","desktop","/apply/step1"
"EV_000145","CUST_0103","SESS_01807","APP_00188","application_submitted","2024-12-10 00:00:00","2024-12-10","mobile","mobile","/apply"
"EV_000146","CUST_0127","SESS_00143","APP_00395","application_submitted","2024-05-09 00:00:00","2024-05-09","mobile","desktop","/apply/step1"
"EV_000147","CUST_0117","SESS_01213","APP_00013","page_view_application","2024-08-04 00:00:00","2024-08-04","mobile","desktop","/apply"
"EV_000148","CUST_0082","SESS_00272","APP_00091","application_submitted","2024-01-14 00:00:00","2024-01-14","mobile","mobile","/apply/step1"
"EV_000149","CUST_0096","SESS_01556","APP_00200","page_view_application","2024-12-24 00:00:00","2024-12-24","amplitude","mobile","/apply/step2"
"EV_000150","CUST_0002","SESS_01869","APP_00074","page_view_application","2024-08-30 00:00:00","2024-08-30","amplitude","desktop","/apply"
"EV_000151","CUST_0148","SESS_01324","APP_00256","application_submitted","2024-05-24 00:00:00","2024-05-24","web","mobile","/apply/step1"
"EV_000152","CUST_0109","SESS_00426","APP_00456","application_submitted","2024-11-21 00:00:00","2024-11-21","mobile","desktop","/apply/step1"
"EV_000153","CUST_0008","SESS_00046","APP_00448","application_started","2024-04-12 00:00:00","2024-04-12","amplitude","mobile","/apply"
"EV_000154","CUST_0090","SESS_00095","APP_00276","application_started","2024-08-04 00:00:00","2024-08-04","amplitude","mobile","/apply/step1"
"EV_000155","CUST_0195","SESS_01954","APP_00328","application_submitted","2024-12-23 00:00:00","2024-12-23","web","mobile","/apply/step2"
"EV_000156","CUST_0145","SESS_00064","APP_00329","application_submitted","2024-03-04 00:00:00","2024-03-04","web","mobile","/apply"
"EV_000157","CUST_0050","SESS_00413","APP_00071","application_submitted","2024-06-06 00:00:00","2024-06-06","heap","mobile","/apply"
"EV_000158","CUST_0004","SESS_01667","APP_00078","application_started","2024-06-10 00:00:00","2024-06-10","amplitude","mobile","/apply"
"EV_000159","CUST_0197","SESS_01033","APP_00284","application_submitted","2024-01-18 00:00:00","2024-01-18","web","desktop","/apply"
"EV_000160","CUST_0172","SESS_00459","APP_00130","application_submitted","2024-08-03 00:00:00","2024-08-03","amplitude","desktop","/apply"
"EV_000161","CUST_0160","SESS_01739","APP_00377","page_view_application","2024-11-14 00:00:00","2024-11-14","amplitude","desktop","/apply/step2"
"EV_000162","CUST_0055","SESS_01433","APP_00043","application_submitted","2024-02-18 00:00:00","2024-02-18","mobile","mobile","/apply"
"EV_000163","CUST_0021","SESS_00470","APP_00008","application_started","2024-02-25 00:00:00","2024-02-25","mobile","mobile","/apply/step2"
"EV_000164","CUST_0117","SESS_00810","APP_00013","page_view_application","2024-12-12 00:00:00","2024-12-12","mobile","desktop","/apply/step2"
"EV_000165","CUST_0184","SESS_00506","APP_00213","application_started","2024-02-27 00:00:00","2024-02-27","mobile","desktop","/apply/step2"
"EV_000166","CUST_0081","SESS_01710","APP_00111","page_view_application","2024-06-03 00:00:00","2024-06-03","amplitude","desktop","/apply"
"EV_000167","CUST_0058","SESS_01097","APP_00476","application_started","2024-02-24 00:00:00","2024-02-24","heap","mobile","/apply/step2"
"EV_000168","CUST_0131","SESS_00084","APP_00291","application_submitted","2024-12-06 00:00:00","2024-12-06","heap","desktop","/apply"
"EV_000169","CUST_0038","SESS_00059","APP_00023","page_view_application","2024-01-19 00:00:00","2024-01-19","heap","desktop","/apply/step2"
"EV_000170","CUST_0166","SESS_01045","APP_00302","application_started","2024-05-30 00:00:00","2024-05-30","amplitude","desktop","/apply"
"EV_000171","CUST_0195","SESS_01482","APP_00254","application_submitted","2024-12-24 00:00:00","2024-12-24","heap","desktop","/apply/step1"
"EV_000172","CUST_0104","SESS_00918","APP_00015","application_started","2024-04-17 00:00:00","2024-04-17","amplitude","mobile","/apply/step1"
"EV_000173","CUST_0172","SESS_00157","APP_00130","page_view_application","2024-02-16 00:00:00","2024-02-16","web","desktop","/apply/step2"
"EV_000174","CUST_0092","SESS_01855","APP_00061","application_started","2024-07-25 00:00:00","2024-07-25","heap","desktop","/apply/step1"
"EV_000175","CUST_0033","SESS_01353","APP_00115","application_started","2024-12-28 00:00:00","2024-12-28","amplitude","mobile","/apply/step2"
"EV_000176","CUST_0099","SESS_01597","APP_00460","application_started","2024-12-05 00:00:00","2024-12-05","web","mobile","/apply/step2"
"EV_000177","CUST_0033","SESS_00576","APP_00320","application_submitted","2024-05-07 00:00:00","2024-05-07","mobile","mobile","/apply/step2"
"EV_000178","CUST_0093","SESS_00837","APP_00308","application_started","2024-07-03 00:00:00","2024-07-03","web","mobile","/apply/step1"
"EV_000179","CUST_0144","SESS_00680","APP_00420","application_submitted","2024-02-27 00:00:00","2024-02-27","web","mobile","/apply/step2"
"EV_000180","CUST_0108","SESS_00203","APP_00451","application_started","2024-05-22 00:00:00","2024-05-22","heap","desktop","/apply/step1"
"EV_000181","CUST_0128","SESS_01665","APP_00325","page_view_application","2024-04-06 00:00:00","2024-04-06","mobile","desktop","/apply/step1"
"EV_000182","CUST_0175","SESS_01781","APP_00067","application_started","2024-02-16 00:00:00","2024-02-16","mobile","desktop","/apply"
"EV_000183","CUST_0148","SESS_01130","APP_00249","application_started","2024-07-09 00:00:00","2024-07-09","heap","mobile","/apply/step1"
"EV_000184","CUST_0030","SESS_01857","APP_00175","application_started","2024-05-19 00:00:00","2024-05-19","web","desktop","/apply"
"EV_000185","CUST_0109","SESS_01146","APP_00339","page_view_application","2024-04-12 00:00:00","2024-04-12","amplitude","mobile","/apply/step2"
"EV_000186","CUST_0180","SESS_00318","APP_00002","page_view_application","2024-08-18 00:00:00","2024-08-18","heap","mobile","/apply/step2"
"EV_000187","CUST_0108","SESS_01206","APP_00172","page_view_application","2024-12-05 00:00:00","2024-12-05","web","desktop","/apply"
"EV_000188","CUST_0129","SESS_01639","APP_00485","page_view_application","2024-02-18 00:00:00","2024-02-18","amplitude","mobile","/apply/step2"
"EV_000189","CUST_0008","SESS_01340","APP_00448","application_started","2024-04-21 00:00:00","2024-04-21","heap","desktop","/apply"
"EV_000190","CUST_0013","SESS_01838","APP_00465","page_view_application","2024-11-11 00:00:00","2024-11-11","heap","mobile","/apply"
"EV_000191","CUST_0115","SESS_01797","APP_00334","application_submitted","2024-11-17 00:00:00","2024-11-17","mobile","desktop","/apply/step2"
"EV_000192","CUST_0197","SESS_01649","APP_00284","page_view_application","2024-03-27 00:00:00","2024-03-27","mobile","mobile","/apply"
"EV_000193","CUST_0092","SESS_00406","APP_00475","page_view_application","2024-10-08 00:00:00","2024-10-08","mobile","mobile","/apply"
"EV_000194","CUST_0060","SESS_00986","APP_00054","application_started","2024-11-22 00:00:00","2024-11-22","amplitude","mobile","/apply"
"EV_000195","CUST_0094","SESS_00949","APP_00458","page_view_application","2024-09-08 00:00:00","2024-09-08","heap","desktop","/apply/step2"
"EV_000196","CUST_0175","SESS_01094","APP_00067","application_submitted","2024-03-14 00:00:00","2024-03-14","mobile","mobile","/apply/step2"
"EV_000197","CUST_0144","SESS_01184","APP_00420","page_view_application","2024-02-16 00:00:00","2024-02-16","mobile","desktop","/apply/step2"
"EV_000198","CUST_0065","SESS_01264","APP_00102","application_started","2024-03-16 00:00:00","2024-03-16","heap","mobile","/apply/step2"
"EV_000199","CUST_0135","SESS_01547","APP_00120","application_submitted","2024-04-05 00:00:00","2024-04-05","amplitude","desktop","/apply/step2"
"EV_000200","CUST_0137","SESS_01162","APP_00191","application_started","2024-01-31 00:00:00","2024-01-31","mobile","mobile","/apply/step1"
"EV_000201","CUST_0153","SESS_00495","APP_00409","page_view_application","2024-01-22 00:00:00","2024-01-22","web","desktop","/apply/step1"
"EV_000202","CUST_0147","SESS_00679","APP_00470","application_started","2024-01-17 00:00:00","2024-01-17","amplitude","mobile","/apply"
"EV_000203","CUST_0084","SESS_01271","APP_00304","application_started","2024-07-30 00:00:00","2024-07-30","mobile","mobile","/apply/step1"
"EV_000204","CUST_0143","SESS_01890","APP_00423","application_submitted","2024-05-27 00:00:00","2024-05-27","web","mobile","/apply/step2"
"EV_000205","CUST_0135","SESS_01567","APP_00047","application_submitted","2024-08-22 00:00:00","2024-08-22","mobile","desktop","/apply/step2"
"EV_000206","CUST_0147","SESS_01548","APP_00222","page_view_application","2024-12-19 00:00:00","2024-12-19","amplitude","mobile","/apply/step2"
"EV_000207","CUST_0088","SESS_01267","APP_00021","application_submitted","2024-10-31 00:00:00","2024-10-31","heap","mobile","/apply"
"EV_000208","CUST_0013","SESS_01644","APP_00158","page_view_application","2024-03-27 00:00:00","2024-03-27","heap","mobile","/apply"
